Subject,Trial,Gain,Loss,GainOnLeft,Fontsize,Choice,RT,AcceptKey,EV
58,29,8,8,0,0,0,0.607505399999354,1,0
58,30,3,6,1,1,0,0.977644300000975,1,-1.5
58,31,4,8,1,0,0,0.675210999999763,1,-2
58,32,9,8,1,1,0,0.93240220000007,1,0.5
58,33,9,4,1,1,0,1.94672580000042,1,2.5
58,34,3,5,1,1,0,0.784327800000028,1,-1
58,35,5,9,1,1,0,0.745238699999391,1,-2
58,36,7,4,1,0,0,0.861774500001047,1,1.5
58,37,6,8,0,1,0,0.770584099998814,1,-1
58,38,9,5,0,0,0,1.2957011999988,1,2
58,39,3,3,0,0,0,1.08835220000037,1,0
58,40,3,8,0,0,0,0.901433799999722,1,-2.5
58,41,3,5,1,0,0,0.862550800000463,1,-1
58,42,6,8,0,0,0,0.697097700000086,1,-1
58,43,6,4,1,0,0,0.726001899998664,1,1
58,44,4,9,1,0,0,0.796050700000706,1,-2.5
58,45,7,7,0,1,0,0.663824000001114,1,0
58,46,8,9,0,0,0,0.657835500000147,1,-0.5
58,47,8,5,1,1,0,0.975650700000187,1,1.5
58,48,7,5,0,1,0,0.715987000001405,1,1
58,49,8,3,0,0,1,1.89030720000119,1,2.5
58,50,5,8,0,0,0,0.901927599999908,1,-1.5
58,51,8,4,0,1,0,1.88339629999973,1,2
58,52,3,6,1,0,0,1.28527190000023,1,-1.5
58,53,4,3,0,1,0,1.05063279999922,1,0.5
58,54,6,3,0,1,1,2.01034230000005,1,1.5
58,55,5,6,0,0,0,0.643032600000879,1,-0.5
58,56,7,3,1,0,1,1.27513750000071,1,2
58,57,6,7,1,1,0,1.32879049999974,1,-0.5
58,58,3,9,0,0,0,1.1039211999996,1,-3
58,59,7,8,1,0,0,1.1167332999994,1,-0.5
58,60,8,7,1,0,0,0.680768899999748,1,0.5
58,61,4,4,0,0,0,0.763808499999868,1,0
58,62,7,5,0,0,0,0.758445600000414,1,1
58,63,4,9,1,1,0,1.01003700000001,1,-2.5
58,64,3,4,0,1,0,0.733331999999791,1,-0.5
58,65,6,7,1,0,0,0.737842399999863,1,-0.5
58,66,3,3,0,1,0,1.03043379999872,1,0
58,67,6,9,0,0,0,0.712808399999631,1,-1.5
58,68,4,6,1,0,0,0.746910800000478,1,-1
58,69,9,4,1,0,0,0.72973329999877,1,2.5
58,70,7,4,1,1,0,1.04722690000017,1,1.5
58,71,8,9,0,1,0,0.850004699999772,1,-0.5
58,72,4,6,1,1,0,1.40555169999971,1,-1
58,73,6,6,1,0,0,0.756852500000605,1,0
58,74,5,5,1,0,0,0.687371899999562,1,0
58,75,9,6,0,1,0,0.778823000000557,1,1.5
58,76,8,3,0,1,1,1.15547080000033,1,2.5
58,77,9,9,0,1,0,0.749390999999378,1,0
58,78,6,5,0,1,0,0.615806499999962,1,0.5
58,79,8,6,0,0,0,0.573643699999593,1,1
58,80,5,5,1,1,0,0.807855999999447,1,0
58,81,5,7,0,1,0,0.809567700000116,1,-1
58,82,4,3,0,0,0,1.03718010000011,1,0.5
58,83,7,9,1,0,0,0.84809039999891,1,-1
58,84,8,8,0,1,0,0.670086999998603,1,0
58,85,7,8,1,1,0,1.05041229999915,1,-0.5
58,86,5,4,0,1,0,0.688409099999262,1,0.5
58,87,3,7,0,0,0,0.966024300001664,1,-2
58,88,9,9,0,0,0,0.712782599999628,1,0
58,89,9,5,0,1,0,0.68024399999922,1,2
58,90,4,5,0,0,0,0.629198799999358,1,-0.5
58,91,4,8,1,1,0,0.769737700000405,1,-2
58,92,5,9,1,0,0,0.784877199999755,1,-2
58,93,6,3,0,0,1,1.73909139999887,1,1.5
58,94,5,6,0,1,0,0.670821000001524,1,-0.5
58,95,4,7,1,1,0,0.916718399999809,1,-1.5
58,96,5,3,1,1,0,2.3251651999999,1,1
58,97,5,4,0,0,0,1.30262310000035,1,0.5
58,98,9,7,0,1,0,0.818027100000108,1,1
59,1,6,5,1,0,1,1.22755630000029,2,0.5
59,2,6,7,1,1,1,0.671938600000431,2,-0.5
59,3,7,9,1,0,0,0.907325800002582,2,-1
59,4,5,7,1,0,0,1.18226620000132,2,-1
59,5,9,5,0,1,1,0.798720200000389,2,2
59,6,6,5,1,1,1,0.747773900002358,2,0.5
59,7,6,8,1,1,0,1.17113020000033,2,-1
59,8,8,5,1,0,1,1.45618959999774,2,1.5
59,9,3,7,0,0,0,0.772575799997867,2,-2
59,10,3,8,0,1,0,1.18459729999813,2,-2.5
59,11,3,5,0,1,0,1.02725099999952,2,-1
59,12,5,4,0,1,1,1.30832939999891,2,0.5
59,13,5,6,1,1,0,0.95337440000003,2,-0.5
59,14,8,7,0,0,0,0.749826799998118,2,0.5
59,15,3,8,0,0,0,0.804474600001413,2,-2.5
59,16,4,9,1,1,0,0.926189699999668,2,-2.5
59,17,3,3,0,1,1,0.946318399997836,2,0
59,18,4,8,1,1,0,1.0615386999998,2,-2
59,19,8,8,1,1,1,0.930869499999972,2,0
59,20,7,8,1,0,0,0.89420919999975,2,-0.5
59,21,6,4,0,0,1,1.66755069999999,2,1
59,22,4,8,1,0,0,0.957327600001008,2,-2
59,23,3,6,1,0,0,1.20059059999767,2,-1.5
59,24,9,9,1,0,0,1.01975329999914,2,0
59,25,7,3,0,0,1,1.19899839999925,2,2
59,26,3,5,0,0,0,1.39112129999921,2,-1
59,27,8,6,1,0,1,0.863073099997564,2,1
59,28,5,4,0,0,1,1.28694600000017,2,0.5
59,29,7,4,1,0,1,1.18683679999958,2,1.5
59,30,5,7,1,1,1,0.847780799998873,2,-1
59,31,9,9,1,1,1,0.810408000001189,2,0
59,32,9,4,0,0,1,1.17230589999963,2,2.5
59,33,7,6,1,1,1,0.702379199999996,2,0.5
59,34,9,5,0,0,1,1.06744450000042,2,2
59,35,5,9,1,1,0,1.13169329999801,2,-2
59,36,7,7,0,0,1,0.908652199999779,2,0
59,37,8,4,1,0,1,1.12666579999859,2,2
59,38,5,6,1,0,0,1.39265449999948,2,-0.5
59,39,6,6,1,1,1,1.3156455999997,2,0
59,40,3,4,1,0,0,0.814792000001034,2,-0.5
59,41,5,8,0,1,0,0.796971100000519,2,-1.5
59,42,4,7,1,1,0,0.867530499999702,2,-1.5
59,43,4,3,0,1,1,0.91983479999908,2,0.5
59,44,3,3,0,0,0,0.951420800000051,2,0
59,45,9,8,1,0,1,0.965469200000371,2,0.5
59,46,3,7,0,1,0,1.58610479999697,2,-2
59,47,6,8,1,0,0,0.893156399997679,2,-1
59,48,7,7,0,1,0,1.39005290000205,2,0
59,49,8,9,1,0,0,1.49026380000214,2,-0.5
59,50,7,4,1,1,0,0.773401299997204,2,1.5
59,51,6,9,1,0,0,0.906076600000233,2,-1.5
59,52,4,5,1,0,0,1.33327660000214,2,-0.5
59,53,9,6,1,1,1,0.742092000000412,2,1.5
59,54,4,6,1,0,0,1.1074211999985,2,-1
59,55,7,6,1,0,1,0.86294640000051,2,0.5
59,56,6,3,0,0,1,1.16310900000099,2,1.5
59,57,6,3,0,1,1,0.651038799998787,2,1.5
59,58,9,8,1,1,1,0.598948999999266,2,0.5
59,59,4,6,1,1,0,0.856077000000369,2,-1
59,60,9,4,0,1,1,1.09301830000186,2,2.5
59,61,8,3,0,1,1,0.602303600000596,2,2.5
59,62,7,8,1,1,1,0.760149500001717,2,-0.5
59,63,5,9,1,0,0,1.15816979999727,2,-2
59,64,5,8,0,0,0,0.665993800001161,2,-1.5
59,65,3,9,1,0,0,0.970745999999053,2,-3
59,66,3,6,1,1,0,0.745020799997292,2,-1.5
59,67,5,5,1,1,1,1.10676769999918,2,0
59,68,4,4,1,0,0,0.791695700001583,2,0
59,69,3,9,1,1,0,0.822764299999108,2,-3
59,70,6,6,1,0,1,0.991440800000419,2,0
59,71,9,6,1,0,1,0.877204300002631,2,1.5
59,72,3,4,1,1,0,1.70482059999995,2,-0.5
59,73,6,4,0,1,1,0.7884847000023,2,1
59,74,7,9,1,1,1,0.809314300000551,2,-1
59,75,9,7,1,0,1,0.744979299997794,2,1
59,76,5,3,0,1,1,1.19359120000081,2,1
59,77,7,5,0,1,1,0.618714100000943,2,1
59,78,4,4,1,1,1,1.13157199999841,2,0
59,79,7,5,0,0,1,1.36280540000007,2,1
59,80,9,7,1,1,1,0.671860899998137,2,1
59,81,9,3,0,0,1,0.795405299999402,2,3
59,82,8,3,0,0,1,0.705127499997616,2,2.5
59,83,5,3,0,0,0,0.959419499999058,2,1
59,84,8,4,1,1,1,0.662164100001974,2,2
59,85,7,3,0,1,1,0.734622600000876,2,2
59,86,8,8,1,0,1,1.12268799999947,2,0
59,87,4,7,1,0,0,0.816964099998586,2,-1.5
59,88,4,9,1,0,0,0.862265699997806,2,-2.5
59,89,9,3,0,1,1,0.734009699997841,2,3
59,90,6,9,1,1,0,0.999381199999334,2,-1.5
59,91,4,3,0,0,1,1.12978959999964,2,0.5
59,92,8,9,1,1,0,2.05559139999968,2,-0.5
59,93,8,7,0,1,1,0.683823399998801,2,0.5
59,94,8,6,1,1,1,0.669126600001618,2,1
59,95,8,5,1,1,1,0.596214400000463,2,1.5
59,96,4,5,1,1,0,0.870066299998143,2,-0.5
59,97,5,5,1,0,0,1.29678799999965,2,0
59,98,6,7,1,0,0,1.25641209999958,2,-0.5
60,1,6,8,0,0,0,0.782570299998042,1,-1
60,2,8,8,1,0,0,0.641209400000662,1,0
60,3,9,7,1,1,0,1.24192480000056,1,1
60,4,7,9,0,1,0,0.633599799999502,1,-1
60,5,5,9,1,1,0,0.869191400001,1,-2
60,6,8,4,0,1,1,2.09494090000226,1,2
60,7,5,4,0,1,0,1.0701416999982,1,0.5
60,8,3,8,1,0,0,0.741212000000814,1,-2.5
60,9,5,3,0,0,0,1.00870769999892,1,1
60,10,6,4,1,1,0,1.1549606999979,1,1
60,11,9,5,1,0,0,0.788976600000751,1,2
60,12,3,7,1,0,0,0.771525700001803,1,-2
60,13,7,8,0,0,0,0.820503299997654,1,-0.5
60,14,6,7,1,0,0,0.637801400000171,1,-0.5
60,15,4,8,0,1,0,1.12796940000044,1,-2
60,16,5,5,1,0,0,0.717320799998561,1,0
60,17,9,5,1,1,0,1.57996480000293,1,2
60,18,9,3,1,0,1,1.35397900000316,1,3
60,19,9,4,1,0,1,0.952524500000436,1,2.5
60,20,6,4,1,0,0,0.958817899998394,1,1
60,21,7,6,0,1,0,2.37966280000182,1,0.5
60,22,6,5,0,1,0,0.950180799998634,1,0.5
60,23,4,7,0,1,0,0.789390000001731,1,-1.5
60,24,8,7,0,0,0,0.817067300002236,1,0.5
60,25,6,9,0,1,0,0.659271000000444,1,-1.5
60,26,7,7,0,1,0,0.711785499999678,1,0
60,27,7,4,1,1,0,0.864662600000884,1,1.5
60,28,3,9,1,0,0,1.43201439999757,1,-3
60,29,3,7,1,1,0,0.998329599999124,1,-2
60,30,8,4,0,0,1,1.96768959999827,1,2
60,31,5,8,0,0,0,0.738769700001285,1,-1.5
60,32,3,3,1,1,0,0.868440800000826,1,0
60,33,5,6,1,1,0,0.75315480000063,1,-0.5
60,34,7,5,0,0,0,0.787613599997712,1,1
60,35,8,5,1,0,0,0.824227099998097,1,1.5
60,36,5,7,1,0,0,1.14296630000172,1,-1
60,37,3,9,1,1,0,1.25816019999911,1,-3
60,38,4,5,0,1,0,0.840107099997113,1,-0.5
60,39,4,9,1,1,0,1.01154070000121,1,-2.5
60,40,6,6,0,0,0,0.885515300000407,1,0
60,41,4,4,1,1,0,0.702683300001809,1,0
60,42,4,9,1,0,0,1.33039880000069,1,-2.5
60,43,3,8,1,1,0,0.947851099997933,1,-2.5
60,44,3,4,1,0,0,0.811645199999475,1,-0.5
60,45,4,6,1,1,0,1.0373952000009,1,-1
60,46,6,3,1,1,1,1.94738679999864,1,1.5
60,47,8,6,0,0,0,1.13708669999687,1,1
60,48,5,9,1,0,0,0.787302400000044,1,-2
60,49,7,6,0,0,0,1.38151769999968,1,0.5
60,50,9,8,0,1,0,0.788245100000495,1,0.5
60,51,7,7,0,0,0,0.64152500000273,1,0
60,52,9,6,0,1,0,1.17520069999955,1,1.5
60,53,8,9,0,1,0,0.843034299999999,1,-0.5
60,54,4,5,0,0,0,0.644468200000119,1,-0.5
60,55,8,8,1,1,0,0.6264185,1,0
60,56,8,9,0,0,0,1.58243880000009,1,-0.5
60,57,3,5,0,1,0,0.912629900001775,1,-1
60,58,6,6,0,1,0,0.577032299999701,1,0
60,59,3,4,1,1,0,0.694847699996899,1,-0.5
60,60,9,8,0,0,0,0.831787499999336,1,0.5
60,61,9,6,0,0,0,0.633009500001208,1,1.5
60,62,5,7,1,1,0,0.840113800000836,1,-1
60,63,5,5,1,1,0,0.552185800002917,1,0
60,64,9,9,1,0,0,1.34464429999935,1,0
60,65,5,3,0,1,0,0.632128299999749,1,1
60,66,6,8,0,1,0,1.01305370000046,1,-1
60,67,7,5,0,1,0,0.639113400000497,1,1
60,68,7,3,1,0,1,1.09172550000221,1,2
60,69,4,8,0,0,0,0.967350899998564,1,-2
60,70,9,9,1,1,0,0.528284100000747,1,0
60,71,3,6,1,1,0,1.18047279999882,1,-1.5
60,72,7,4,1,0,0,2.28423079999993,1,1.5
60,73,8,6,0,1,0,0.767295300000114,1,1
60,74,5,4,0,0,0,0.551140899999154,1,0.5
60,75,5,6,1,0,0,0.549755700001697,1,-0.5
60,76,4,3,1,0,0,0.551395099999354,1,0.5
60,77,4,6,1,0,0,1.11176460000206,1,-1
60,78,6,5,0,0,0,0.622662300000229,1,0.5
60,79,9,4,1,1,1,6.55820170000152,1,2.5
60,80,7,8,0,1,0,0.685947000001761,1,-0.5
60,81,9,7,1,0,0,0.7915845000025,1,1
60,82,7,3,1,1,0,0.738211100000626,1,2
60,83,4,4,1,0,0,0.873131100001046,1,0
60,84,3,5,0,0,0,0.939858499998081,1,-1
60,85,6,9,0,0,0,0.591483399999561,1,-1.5
60,86,9,3,1,1,1,2.50324879999971,1,3
60,87,6,3,1,0,1,1.14871889999995,1,1.5
60,88,3,6,1,0,0,0.794496599999547,1,-1.5
60,89,8,3,1,0,1,0.986151500001142,1,2.5
60,90,5,8,0,1,0,0.981592799998907,1,-1.5
60,91,7,9,0,0,0,0.800113299999794,1,-1
60,92,3,3,1,0,0,1.05414609999934,1,0
60,93,8,3,1,1,1,1.3962079999983,1,2.5
60,94,8,7,0,1,0,0.891050000001997,1,0.5
60,95,8,5,1,1,0,2.14410119999957,1,1.5
60,96,4,3,1,1,0,0.911004900000989,1,0.5
60,97,4,7,0,0,0,1.0605187000001,1,-1.5
60,98,6,7,1,1,0,0.770016700000269,1,-0.5
61,1,8,4,1,1,1,2.67711869999766,2,2
61,2,5,5,1,1,1,3.22353910000311,2,0
61,3,8,5,0,0,1,0.897013199999492,2,1.5
61,4,9,7,1,1,1,0.74132930000269,2,1
61,5,8,6,1,1,1,0.78652030000012,2,1
61,6,4,8,0,0,0,0.897067699999752,2,-2
61,7,3,9,0,1,1,0.85073249999914,2,-3
61,8,3,8,1,0,0,1.19022850000329,2,-2.5
61,9,7,5,1,0,1,2.32030299999678,2,1
61,10,7,8,0,0,0,1.17789689999699,2,-0.5
61,11,6,6,0,0,0,1.38562300000194,2,0
61,12,4,9,0,1,0,1.45707849999962,2,-2.5
61,13,8,7,1,0,0,0.684746499999164,2,0.5
61,14,5,6,1,0,0,0.763805999999022,2,-0.5
61,15,9,6,1,0,1,1.40151650000189,2,1.5
61,16,7,4,1,0,0,1.02992020000238,2,1.5
61,17,7,6,0,0,0,1.48569189999762,2,0.5
61,18,3,9,0,0,0,0.686310699999012,2,-3
61,19,6,6,0,1,0,1.13548660000015,2,0
61,20,8,6,1,0,1,1.19225150000057,2,1
61,21,4,4,0,0,0,1.00221380000221,2,0
61,22,4,9,0,0,0,1.14629969999805,2,-2.5
61,23,8,9,1,0,0,1.26059410000016,2,-0.5
61,24,6,8,0,1,0,0.624012100000982,2,-1
61,25,5,6,1,1,0,0.612453699999605,2,-0.5
61,26,3,7,0,1,0,0.790476400001353,2,-2
61,27,3,5,1,0,0,0.660211099999287,2,-1
61,28,9,8,1,1,0,1.31060140000045,2,0.5
61,29,6,4,0,1,0,1.22133750000285,2,1
61,30,9,6,1,1,0,0.615717000000586,2,1.5
61,31,6,9,1,1,0,0.749560499996733,2,-1.5
61,32,9,8,1,0,0,0.551915300002292,2,0.5
61,33,3,4,0,1,0,0.543811600000481,2,-0.5
61,34,5,9,0,0,0,0.490424700001313,2,-2
61,35,9,4,0,1,0,0.345254399999249,2,2.5
61,36,7,7,0,1,0,1.26300050000282,2,0
61,37,3,7,0,0,0,0.650651600000856,2,-2
61,38,9,3,0,0,1,1.07746630000111,2,3
61,39,3,3,0,1,0,0.91636329999892,2,0
61,40,9,9,0,1,1,1.84957940000095,2,0
61,41,6,8,0,0,0,0.706112799998664,2,-1
61,42,5,7,1,0,0,0.702303599999141,2,-1
61,43,3,5,1,1,0,0.720444999999017,2,-1
61,44,3,8,1,1,0,0.830372199998237,2,-2.5
61,45,7,7,0,0,0,0.827884100002848,2,0
61,46,5,8,0,0,0,0.671830600000249,2,-1.5
61,47,4,7,1,1,0,0.624265700000251,2,-1.5
61,48,6,5,1,0,0,0.738837100001547,2,0.5
61,49,3,6,1,1,0,0.594373500000074,2,-1.5
61,50,8,3,0,1,1,1.7947084999978,2,2.5
61,51,6,4,0,0,0,1.18356449999919,2,1
61,52,5,5,1,0,0,1.0951367000016,2,0
61,53,7,5,1,1,0,0.997037799999816,2,1
61,54,6,5,1,1,0,0.661853999998129,2,0.5
61,55,3,3,0,0,0,0.865970699996979,2,0
61,56,7,9,1,0,0,0.891800199999125,2,-1
61,57,4,6,1,0,0,0.750202400002308,2,-1
61,58,6,7,0,0,0,0.681302099997993,2,-0.5
61,59,7,3,0,0,1,0.892600899998797,2,2
61,60,7,3,0,1,1,1.04404779999822,2,2
61,61,8,4,1,0,1,1.24198359999718,2,2
61,62,4,3,0,0,0,2.44491679999919,2,0.5
61,63,8,9,1,1,0,1.21166839999933,2,-0.5
61,64,8,8,0,0,1,1.21990849999929,2,0
61,65,5,4,0,1,0,1.54981920000137,2,0.5
61,66,4,3,0,1,0,1.07197310000265,2,0.5
61,67,8,7,1,1,1,1.36268460000065,2,0.5
61,68,5,3,0,1,0,0.936157199997979,2,1
61,69,4,5,1,0,0,0.803456700003153,2,-0.5
61,70,7,4,1,1,1,1.73206659999778,2,1.5
61,71,6,3,1,1,1,0.984329900002194,2,1.5
61,72,6,7,0,1,0,1.63481949999914,2,-0.5
61,73,7,9,1,1,0,0.595377800000279,2,-1
61,74,5,8,0,1,0,0.957521699998324,2,-1.5
61,75,9,3,0,1,1,0.858330600000045,2,3
61,76,9,7,1,0,1,1.0535091999991,2,1
61,77,4,8,0,1,0,0.994206899998971,2,-2
61,78,9,5,1,0,1,1.1804329000006,2,2
61,79,5,9,0,1,0,0.716004999998404,2,-2
61,80,5,7,1,1,1,0.836528899999394,2,-1
61,81,8,8,0,1,1,0.959470100002363,2,0
61,82,9,9,0,0,1,0.757953199998155,2,0
61,83,3,4,0,0,0,0.75378930000079,2,-0.5
61,84,5,4,0,0,0,2.0080721000013,2,0.5
61,85,4,5,1,1,0,0.656353000002127,2,-0.5
61,86,4,7,1,0,0,0.660924799998611,2,-1.5
61,87,8,5,0,1,1,0.672379499999806,2,1.5
61,88,6,9,1,0,0,0.687431199999992,2,-1.5
61,89,7,8,0,1,0,0.715324499997223,2,-0.5
61,90,5,3,0,0,0,0.920603300000948,2,1
61,91,4,4,0,1,0,0.92392430000109,2,0
61,92,3,6,1,0,0,0.853263200002402,2,-1.5
61,93,8,3,0,0,1,0.799935099999857,2,2.5
61,94,9,4,0,0,1,0.646662499999366,2,2.5
61,95,9,5,1,1,1,0.634590699999535,2,2
61,96,4,6,1,1,0,0.636728599998605,2,-1
61,97,6,3,1,0,1,0.954120000002149,2,1.5
61,98,7,6,0,1,1,0.874362599999586,2,0.5
62,1,4,4,0,1,1,6.2653483000031,2,0
62,2,5,4,1,1,1,2.57416120000198,2,0.5
62,3,4,8,0,0,0,2.26451439999801,2,-2
62,4,6,5,1,1,1,2.93775020000248,2,0.5
62,5,6,4,0,0,1,2.33466680000129,2,1
62,6,4,7,0,0,0,1.58792969999922,2,-1.5
62,7,6,6,0,0,0,2.01608589999887,2,0
62,8,5,8,0,1,0,1.76996969999891,2,-1.5
62,9,7,8,0,0,0,1.30127880000146,2,-0.5
62,10,7,9,0,0,0,1.4784925999993,2,-1
62,11,3,6,1,1,0,1.56424889999835,2,-1.5
62,12,6,9,0,1,0,1.63886869999988,2,-1.5
62,13,5,7,1,1,0,1.21643829999812,2,-1
62,14,6,7,0,1,0,1.47848669999803,2,-0.5
62,15,4,6,0,1,0,1.12933780000094,2,-1
62,16,8,3,1,0,1,1.47286279999753,2,2.5
62,17,6,3,0,1,1,1.46082469999965,2,1.5
62,18,7,7,1,1,0,1.51112689999718,2,0
62,19,3,9,0,0,0,1.74421199999779,2,-3
62,20,8,9,1,0,0,1.37509900000077,2,-0.5
62,21,4,3,1,0,1,1.19541980000213,2,0.5
62,22,8,5,1,0,1,1.60426989999905,2,1.5
62,23,3,7,1,0,0,1.0286969000008,2,-2
62,24,3,5,1,0,0,1.3751228000001,2,-1
62,25,7,9,0,1,0,1.23144580000007,2,-1
62,26,6,8,0,1,0,1.13921970000229,2,-1
62,27,7,4,0,1,1,1.56849380000131,2,1.5
62,28,9,5,1,1,1,1.47105549999833,2,2
62,29,9,9,0,1,0,1.23264820000259,2,0
62,30,6,5,1,0,1,1.31606109999848,2,0.5
62,31,8,4,0,1,1,1.33778170000005,2,2
62,32,6,8,0,0,0,2.31176159999814,2,-1
62,33,7,7,1,0,0,1.332077199997,2,0
62,34,5,3,1,1,1,1.56654189999972,2,1
62,35,9,6,1,0,1,3.41334350000034,2,1.5
62,36,6,3,0,0,1,1.07312049999746,2,1.5
62,37,3,9,0,1,0,1.32706809999945,2,-3
62,38,5,6,1,1,0,1.2738253000025,2,-0.5
62,39,7,6,0,0,0,2.28287369999816,2,0.5
62,40,4,9,1,0,0,0.925400700001774,2,-2.5
62,41,4,6,0,0,0,0.977521299999353,2,-1
62,42,5,6,1,0,0,0.956609699998808,2,-0.5
62,43,5,9,1,0,0,0.858421000000817,2,-2
62,44,8,7,1,0,0,1.29471399999966,2,0.5
62,45,9,8,0,1,0,1.65677679999862,2,0.5
62,46,5,9,1,1,0,0.963708700001007,2,-2
62,47,9,7,0,1,0,1.46272930000123,2,1
62,48,8,6,1,0,0,1.93851590000122,2,1
62,49,4,8,0,1,0,0.949239300000045,2,-2
62,50,9,3,1,0,1,2.06219130000318,2,3
62,51,3,7,1,1,0,1.31051809999917,2,-2
62,52,9,9,0,0,0,1.3805296999999,2,0
62,53,8,4,0,0,1,0.991581300000689,2,2
62,54,6,7,0,0,0,1.00561679999737,2,-0.5
62,55,5,3,1,0,1,1.11970929999734,2,1
62,56,9,6,1,1,1,1.62375139999858,2,1.5
62,57,8,6,1,1,1,0.94399440000052,2,1
62,58,9,5,1,0,1,1.24460719999843,2,2
62,59,8,3,1,1,1,0.877937999997812,2,2.5
62,60,3,8,1,1,0,0.901758699998027,2,-2.5
62,61,4,5,0,1,0,1.90144720000171,2,-0.5
62,62,7,5,0,1,1,1.22517339999831,2,1
62,63,9,4,0,0,1,0.975991999999678,2,2.5
62,64,6,4,0,1,1,1.38040620000174,2,1
62,65,4,5,0,0,0,1.27463010000065,2,-0.5
62,66,3,5,1,1,0,1.38710119999814,2,-1
62,67,3,3,1,0,0,1.56522179999956,2,0
62,68,9,4,0,1,1,1.0655050000023,2,2.5
62,69,5,5,1,1,1,1.51004349999857,2,0
62,70,8,8,1,0,0,1.04599729999973,2,0
62,71,8,7,1,1,1,1.17258479999873,2,0.5
62,72,3,3,1,1,1,1.05138649999935,2,0
62,73,9,3,1,1,1,0.774187600000005,2,3
62,74,9,8,0,0,0,1.01571540000077,2,0.5
62,75,6,6,0,1,0,0.954797700000199,2,0
62,76,5,5,1,0,1,1.42148180000004,2,0
62,77,8,8,1,1,0,1.16764609999882,2,0
62,78,5,8,0,0,0,0.965752200001589,2,-1.5
62,79,7,6,0,1,0,1.27498300000298,2,0.5
62,80,3,4,0,1,0,1.52124700000059,2,-0.5
62,81,9,7,0,0,0,1.75607609999861,2,1
62,82,7,3,0,1,1,0.839857400002074,2,2
62,83,3,8,1,0,0,0.945431899999676,2,-2.5
62,84,8,9,1,1,0,1.05825480000203,2,-0.5
62,85,7,5,0,0,1,2.26536960000158,2,1
62,86,7,8,0,1,0,1.14932590000171,2,-0.5
62,87,5,4,1,0,1,1.25965820000056,2,0.5
62,88,7,3,0,0,1,1.15220760000011,2,2
62,89,7,4,0,0,1,0.8471062000026,2,1.5
62,90,6,9,0,0,0,1.62533360000089,2,-1.5
62,91,8,5,1,1,1,1.62175340000249,2,1.5
62,92,4,4,0,0,1,1.76105630000166,2,0
62,93,4,9,1,1,0,1.16857229999732,2,-2.5
62,94,3,4,0,0,0,1.41314620000048,2,-0.5
62,95,3,6,1,0,0,0.983257399999275,2,-1.5
62,96,5,7,1,0,0,0.96891549999782,2,-1
62,97,4,7,0,1,0,1.50141230000008,2,-1.5
62,98,4,3,1,1,1,1.4922133,2,0.5
63,1,5,8,1,0,0,2.18155609996757,2,-1.5
63,2,3,4,1,1,1,3.17956200003391,2,-0.5
63,3,6,8,1,0,0,3.30874489998678,2,-1
63,4,6,3,0,1,1,1.94289070001105,2,1.5
63,5,9,7,0,1,0,2.26505620003445,2,1
63,6,6,9,1,1,0,2.82479280000553,2,-1.5
63,7,5,3,0,0,1,2.43595120002283,2,1
63,8,3,7,0,0,0,2.62375420000171,2,-2
63,9,8,3,1,0,1,1.75787049997598,2,2.5
63,10,6,6,1,1,0,2.3429495000164,2,0
63,11,9,7,0,0,0,1.39082640002016,2,1
63,12,4,9,1,0,0,1.26380180002889,2,-2.5
63,13,8,9,1,0,0,1.32446739997249,2,-0.5
63,14,4,5,0,0,1,4.45825149997836,2,-0.5
63,15,3,6,0,0,0,1.29152700002305,2,-1.5
63,16,6,4,0,1,1,4.91080930002499,2,1
63,17,9,4,0,1,1,1.39234869997017,2,2.5
63,18,9,6,1,0,0,3.01796119997744,2,1.5
63,19,9,8,1,1,0,2.08090899995295,2,0.5
63,20,7,5,0,0,1,7.81147409998812,2,1
63,21,5,5,0,1,1,2.56035050004721,2,0
63,22,8,4,0,0,1,1.66016809997382,2,2
63,23,4,6,1,0,0,1.17983969999477,2,-1
63,24,6,8,1,1,0,1.70774760004133,2,-1
63,25,7,5,0,1,1,1.30401510000229,2,1
63,26,8,7,1,1,0,1.12267189996783,2,0.5
63,27,3,4,1,0,1,2.40053560002707,2,-0.5
63,28,3,8,0,1,0,1.36399709997931,2,-2.5
63,29,7,9,0,1,0,1.44064280000748,2,-1
63,30,8,8,0,1,0,1.52261769998586,2,0
63,31,8,9,1,1,0,0.853976699989289,2,-0.5
63,32,7,8,1,1,0,1.4832510999986,2,-0.5
63,33,6,7,0,1,0,1.86114989995258,2,-0.5
63,34,5,8,1,1,0,2.97932739998214,2,-1.5
63,35,8,5,0,1,1,1.61280030000489,2,1.5
63,36,7,7,0,1,0,1.77446849999251,2,0
63,37,6,5,0,1,1,5.02450100000715,2,0.5
63,38,5,7,1,1,0,4.01011949998792,2,-1
63,39,7,4,0,1,1,1.08228969998891,2,1.5
63,40,9,8,1,0,0,1.38432509999257,2,0.5
63,41,5,6,0,1,0,0.828809400030877,2,-0.5
63,42,8,5,0,0,1,1.12735339999199,2,1.5
63,43,3,3,1,1,1,1.39863569999579,2,0
63,44,4,8,0,0,0,1.10841819999041,2,-2
63,45,7,6,1,1,0,1.39713749999646,2,0.5
63,46,8,3,1,1,1,1.16519590001553,2,2.5
